FIPS,abbr,full,pop_est_2015
29083,MO,Henry County,"21,737"
29085,MO,Hickory County,"9,201"
29087,MO,Holt County,"4,484"
29089,MO,Howard County,"10,139"
29091,MO,Howell County,"40,117"
29093,MO,Iron County,"10,125"
29095,MO,Jackson County,"687,623"
29097,MO,Jasper County,"118,596"
29099,MO,Jefferson County,"224,124"
29101,MO,Johnson County,"53,951"
29103,MO,Knox County,"3,910"
29105,MO,Laclede County,"35,473"
29107,MO,Lafayette County,"32,701"
29109,MO,Lawrence County,"38,180"
29111,MO,Lewis County,"10,207"
29113,MO,Lincoln County,"54,696"
29115,MO,Linn County,"12,308"
29117,MO,Livingston County,"15,028"
29119,MO,McDonald County,"22,643"
29121,MO,Macon County,"15,335"
29123,MO,Madison County,"12,408"
29125,MO,Maries County,"8,963"
29127,MO,Marion County,"28,880"
29129,MO,Mercer County,"3,694"
29131,MO,Miller County,"25,113"
29133,MO,Mississippi County,"14,036"
29135,MO,Moniteau County,"15,963"
29137,MO,Monroe County,"8,583"
29139,MO,Montgomery County,"11,703"
29141,MO,Morgan County,"20,171"
29143,MO,New Madrid County,"18,208"
29145,MO,Newton County,"58,615"
29147,MO,Nodaway County,"22,810"
29149,MO,Oregon County,"10,953"
29151,MO,Osage County,"13,628"
29153,MO,Ozark County,"9,409"
29155,MO,Pemiscot County,"17,482"
29157,MO,Perry County,"19,183"
29159,MO,Pettis County,"42,255"
29161,MO,Phelps County,"44,794"
29163,MO,Pike County,"18,348"
29165,MO,Platte County,"96,096"
29167,MO,Polk County,"31,229"
29169,MO,Pulaski County,"53,221"
29171,MO,Putnam County,"4,858"
29173,MO,Ralls County,"10,196"
29175,MO,Randolph County,"25,104"
29177,MO,Ray County,"22,810"
29179,MO,Reynolds County,"6,432"
29181,MO,Ripley County,"13,802"
29183,MO,St. Charles County,"385,590"
29185,MO,St. Clair County,"9,440"
29186,MO,Ste. Genevieve County,"17,919"
29187,MO,St. Francois County,"66,520"
29189,MO,St. Louis County,"1,003,362"
29195,MO,Saline County,"23,258"
29197,MO,Schuyler County,"4,436"
29199,MO,Scotland County,"4,854"
29201,MO,Scott County,"39,008"
29203,MO,Shannon County,"8,258"
29205,MO,Shelby County,"6,128"
29207,MO,Stoddard County,"29,862"
29209,MO,Stone County,"30,943"
29211,MO,Sullivan County,"6,353"
29213,MO,Taney County,"54,592"
29215,MO,Texas County,"25,690"
29217,MO,Vernon County,"20,826"
29219,MO,Warren County,"33,513"
29221,MO,Washington County,"24,788"
29223,MO,Wayne County,"13,405"
29225,MO,Webster County,"37,483"
29227,MO,Worth County,"2,057"
29229,MO,Wright County,"18,268"
29510,MO,St. Louis city,"315,685"
30001,MT,Beaverhead County,"9,300"
30003,MT,Big Horn County,"13,242"
30005,MT,Blaine County,"6,577"
30007,MT,Broadwater County,"5,689"
30009,MT,Carbon County,"10,408"
30011,MT,Carter County,"1,180"
30013,MT,Cascade County,"82,278"
30015,MT,Chouteau County,"5,767"
30017,MT,Custer County,"12,135"
30019,MT,Daniels County,"1,760"
30021,MT,Dawson County,"9,625"
30023,MT,Deer Lodge County,"9,139"
30025,MT,Fallon County,"3,190"
30027,MT,Fergus County,"11,427"
30029,MT,Flathead County,"96,165"
30031,MT,Gallatin County,"100,739"
30033,MT,Garfield County,"1,314"
30035,MT,Glacier County,"13,647"
30037,MT,Golden Valley County,827
30039,MT,Granite County,"3,240"
30041,MT,Hill County,"16,572"
30043,MT,Jefferson County,"11,645"
30045,MT,Judith Basin County,"1,926"
30047,MT,Lake County,"29,457"
30049,MT,Lewis and Clark County,"66,418"
30051,MT,Liberty County,"2,408"
30053,MT,Lincoln County,"19,052"
30055,MT,McCone County,"1,683"
30057,MT,Madison County,"7,915"
30059,MT,Meagher County,"1,830"
30061,MT,Mineral County,"4,251"
30063,MT,Missoula County,"114,181"
30065,MT,Musselshell County,"4,582"
30067,MT,Park County,"15,972"
30069,MT,Petroleum County,475
30071,MT,Phillips County,"4,169"
30073,MT,Pondera County,"6,184"
30075,MT,Powder River County,"1,773"
30077,MT,Powell County,"6,840"
30079,MT,Prairie County,"1,160"
30081,MT,Ravalli County,"41,373"
30083,MT,Richland County,"11,960"
30085,MT,Roosevelt County,"11,476"
30087,MT,Rosebud County,"9,398"
30089,MT,Sanders County,"11,336"
30091,MT,Sheridan County,"3,687"
30093,MT,Silver Bow County,"34,622"
30095,MT,Stillwater County,"9,486"
30097,MT,Sweet Grass County,"3,634"
30099,MT,Teton County,"6,104"
30101,MT,Toole County,"5,087"
30103,MT,Treasure County,697
30105,MT,Valley County,"7,659"
30107,MT,Wheatland County,"2,110"
30109,MT,Wibaux County,"1,130"
30111,MT,Yellowstone County,"157,048"
31001,NE,Adams County,"31,587"
31003,NE,Antelope County,"6,414"
31005,NE,Arthur County,456
31007,NE,Banner County,788
31009,NE,Blaine County,487
31011,NE,Boone County,"5,315"
31013,NE,Box Butte County,"11,337"
31015,NE,Boyd County,"2,006"
31017,NE,Brown County,"2,946"
31019,NE,Buffalo County,"48,863"
31021,NE,Burt County,"6,585"
31023,NE,Butler County,"8,115"
31025,NE,Cass County,"25,512"
31027,NE,Cedar County,"8,564"
31029,NE,Chase County,"3,956"
31031,NE,Cherry County,"5,848"
31033,NE,Cheyenne County,"10,167"
31035,NE,Clay County,"6,309"
31037,NE,Colfax County,"10,520"
31039,NE,Cuming County,"9,125"
31041,NE,Custer County,"10,806"
31043,NE,Dakota County,"20,781"
31045,NE,Dawes County,"9,055"
31047,NE,Dawson County,"23,886"
31049,NE,Deuel County,"1,921"
31051,NE,Dixon County,"5,797"
31053,NE,Dodge County,"36,706"
31055,NE,Douglas County,"550,064"
31057,NE,Dundy County,"1,799"
31059,NE,Fillmore County,"5,619"
31061,NE,Franklin County,"2,985"
31063,NE,Frontier County,"2,624"
31065,NE,Furnas County,"4,862"
31067,NE,Gage County,"21,900"
31069,NE,Garden County,"1,918"
31071,NE,Garfield County,"2,028"
31073,NE,Gosper County,"1,973"
31075,NE,Grant County,641
31077,NE,Greeley County,"2,429"
31079,NE,Hall County,"61,680"
31081,NE,Hamilton County,"9,190"
31083,NE,Harlan County,"3,452"
31085,NE,Hayes County,932
31087,NE,Hitchcock County,"2,883"
31089,NE,Holt County,"10,313"
31091,NE,Hooker County,732
31093,NE,Howard County,"6,409"
31095,NE,Jefferson County,"7,263"
31097,NE,Johnson County,"5,173"
31099,NE,Kearney County,"6,585"
31101,NE,Keith County,"8,063"
31103,NE,Keya Paha County,804
31105,NE,Kimball County,"3,689"
31107,NE,Knox County,"8,543"
31109,NE,Lancaster County,"306,468"
31111,NE,Lincoln County,"35,656"
31113,NE,Logan County,777
31115,NE,Loup County,585
31117,NE,McPherson County,475
31119,NE,Madison County,"35,039"
31121,NE,Merrick County,"7,787"
31123,NE,Morrill County,"4,854"
31125,NE,Nance County,"3,595"
31127,NE,Nemaha County,"7,046"
31129,NE,Nuckolls County,"4,329"
31131,NE,Otoe County,"15,984"
31133,NE,Pawnee County,"2,659"
31135,NE,Perkins County,"2,944"
31137,NE,Phelps County,"9,296"
31139,NE,Pierce County,"7,208"
31141,NE,Platte County,"32,847"
31143,NE,Polk County,"5,202"
31145,NE,Red Willow County,"10,829"
31147,NE,Richardson County,"8,094"
31149,NE,Rock County,"1,381"
31151,NE,Saline County,"14,282"
31153,NE,Sarpy County,"175,692"
31155,NE,Saunders County,"21,016"
31157,NE,Scotts Bluff County,"36,261"
31159,NE,Seward County,"17,110"
31161,NE,Sheridan County,"5,220"
31163,NE,Sherman County,"3,091"
31165,NE,Sioux County,"1,260"
31167,NE,Stanton County,"5,937"
31169,NE,Thayer County,"5,163"
31171,NE,Thomas County,684
31173,NE,Thurston County,"7,064"
31175,NE,Valley County,"4,154"
31177,NE,Washington County,"20,248"
31179,NE,Wayne County,"9,367"
31181,NE,Webster County,"3,625"
31183,NE,Wheeler County,750
31185,NE,York County,"13,806"
32001,NV,Churchill County,"24,200"
32003,NV,Clark County,"2,114,801"
32005,NV,Douglas County,"47,710"
32007,NV,Elko County,"51,935"
32009,NV,Esmeralda County,829
32011,NV,Eureka County,"2,016"
32013,NV,Humboldt County,"17,019"
32015,NV,Lander County,"5,903"
32017,NV,Lincoln County,"5,036"
32019,NV,Lyon County,"52,585"
32021,NV,Mineral County,"4,478"
32023,NV,Nye County,"42,477"
32027,NV,Pershing County,"6,634"
32029,NV,Storey County,"3,987"
32031,NV,Washoe County,"446,903"
32033,NV,White Pine County,"9,811"
32510,NV,Carson City,"54,521"
33001,NH,Belknap County,"60,641"
33003,NH,Carroll County,"47,285"
33005,NH,Cheshire County,"75,909"
33007,NH,Coos County,"31,212"
33009,NH,Grafton County,"89,320"
33011,NH,Hillsborough County,"406,678"
33013,NH,Merrimack County,"147,994"
33015,NH,Rockingham County,"301,777"
33017,NH,Strafford County,"126,825"
33019,NH,Sullivan County,"42,967"
34001,NJ,Atlantic County,"274,219"
34003,NJ,Bergen County,"938,506"
34005,NJ,Burlington County,"450,226"
34007,NJ,Camden County,"510,923"
34009,NJ,Cape May County,"94,727"
34011,NJ,Cumberland County,"155,854"
34013,NJ,Essex County,"797,434"
34015,NJ,Gloucester County,"291,479"
34017,NJ,Hudson County,"674,836"
34019,NJ,Hunterdon County,"125,488"
34021,NJ,Mercer County,"371,398"
34023,NJ,Middlesex County,"840,900"
34025,NJ,Monmouth County,"628,715"
34027,NJ,Morris County,"499,509"
34029,NJ,Ocean County,"588,721"
34031,NJ,Passaic County,"510,916"
34033,NJ,Salem County,"64,180"
34035,NJ,Somerset County,"333,654"
34037,NJ,Sussex County,"143,673"
34039,NJ,Union County,"555,786"
34041,NJ,Warren County,"106,869"
35001,NM,Bernalillo County,"676,685"
35003,NM,Catron County,"3,456"
35005,NM,Chaves County,"65,764"
35006,NM,Cibola County,"27,329"
35007,NM,Colfax County,"12,414"
35009,NM,Curry County,"50,398"
35011,NM,De Baca County,"1,828"
35013,NM,Doña Ana County,"214,295"
35015,NM,Eddy County,"57,578"
35017,NM,Grant County,"28,609"
35019,NM,Guadalupe County,"4,371"
35021,NM,Harding County,698
35023,NM,Hidalgo County,"4,423"
35025,NM,Lea County,"71,180"
35027,NM,Lincoln County,"19,420"
35028,NM,Los Alamos County,"17,785"
35029,NM,Luna County,"24,518"
35031,NM,McKinley County,"76,708"
35033,NM,Mora County,"4,596"
35035,NM,Otero County,"64,362"
35037,NM,Quay County,"8,455"
35039,NM,Rio Arriba County,"39,465"
35041,NM,Roosevelt County,"19,120"
35043,NM,Sandoval County,"139,394"
35045,NM,San Juan County,"118,737"
35047,NM,San Miguel County,"27,967"
35049,NM,Santa Fe County,"148,686"
35051,NM,Sierra County,"11,282"
35053,NM,Socorro County,"17,256"
35055,NM,Taos County,"32,907"
35057,NM,Torrance County,"15,485"
35059,NM,Union County,"4,201"
35061,NM,Valencia County,"75,737"
36001,NY,Albany County,"309,381"
36003,NY,Allegany County,"47,462"
36005,NY,Bronx County,"1,455,444"
36007,NY,Broome County,"196,567"
36009,NY,Cattaraugus County,"77,922"
36011,NY,Cayuga County,"78,288"
36013,NY,Chautauqua County,"130,779"
36015,NY,Chemung County,"87,071"
36017,NY,Chenango County,"48,844"
36019,NY,Clinton County,"81,251"
36021,NY,Columbia County,"61,509"
36023,NY,Cortland County,"48,494"
36025,NY,Delaware County,"46,053"
36027,NY,Dutchess County,"295,754"
36029,NY,Erie County,"922,578"
36031,NY,Essex County,"38,478"
36033,NY,Franklin County,"50,660"
36035,NY,Fulton County,"53,992"
36037,NY,Genesee County,"58,937"
36039,NY,Greene County,"47,625"
36041,NY,Hamilton County,"4,712"
36043,NY,Herkimer County,"63,100"
36045,NY,Jefferson County,"117,635"
36047,NY,Kings County,"2,636,735"
36049,NY,Lewis County,"26,957"
36051,NY,Livingston County,"64,717"
36053,NY,Madison County,"71,849"
36055,NY,Monroe County,"749,600"
36057,NY,Montgomery County,"49,642"
36059,NY,Nassau County,"1,361,350"
36061,NY,New York County,"1,644,518"
36063,NY,Niagara County,"212,652"
36065,NY,Oneida County,"232,500"
36067,NY,Onondaga County,"468,463"
36069,NY,Ontario County,"109,561"
36071,NY,Orange County,"377,647"
36073,NY,Orleans County,"41,582"
36075,NY,Oswego County,"120,146"
36077,NY,Otsego County,"60,636"
36079,NY,Putnam County,"99,042"
36081,NY,Queens County,"2,339,150"
36083,NY,Rensselaer County,"160,266"
36085,NY,Richmond County,"474,558"
36087,NY,Rockland County,"326,037"
36089,NY,St. Lawrence County,"111,007"
36091,NY,Saratoga County,"226,249"
36093,NY,Schenectady County,"154,604"
36095,NY,Schoharie County,"31,330"
36097,NY,Schuyler County,"18,186"
36099,NY,Seneca County,"34,833"
36101,NY,Steuben County,"97,631"
36103,NY,Suffolk County,"1,501,587"
36105,NY,Sullivan County,"74,877"
36107,NY,Tioga County,"49,453"
36109,NY,Tompkins County,"104,926"
36111,NY,Ulster County,"180,143"
36113,NY,Warren County,"64,688"
36115,NY,Washington County,"62,230"
36117,NY,Wayne County,"91,446"
36119,NY,Westchester County,"976,396"
36121,NY,Wyoming County,"41,013"
36123,NY,Yates County,"25,048"
37001,NC,Alamance County,"158,276"
37003,NC,Alexander County,"37,325"
37005,NC,Alleghany County,"10,837"
37007,NC,Anson County,"25,759"
37009,NC,Ashe County,"27,020"
37011,NC,Avery County,"17,689"
37013,NC,Beaufort County,"47,651"
37015,NC,Bertie County,"20,199"
37017,NC,Bladen County,"34,318"
37019,NC,Brunswick County,"122,765"
37021,NC,Buncombe County,"253,178"
37023,NC,Burke County,"88,842"
37025,NC,Cabarrus County,"196,762"
37027,NC,Caldwell County,"81,287"
37029,NC,Camden County,"10,309"
37031,NC,Carteret County,"68,879"
37033,NC,Caswell County,"22,941"
37035,NC,Catawba County,"155,056"
37037,NC,Chatham County,"70,928"
37039,NC,Cherokee County,"27,178"
37041,NC,Chowan County,"14,394"
37043,NC,Clay County,"10,703"
37045,NC,Cleveland County,"96,879"
37047,NC,Columbus County,"56,694"
37049,NC,Craven County,"103,451"
37051,NC,Cumberland County,"323,838"
37053,NC,Currituck County,"25,263"
37055,NC,Dare County,"35,663"
37057,NC,Davidson County,"164,622"
37059,NC,Davie County,"41,753"
37061,NC,Duplin County,"59,159"
37063,NC,Durham County,"300,952"
37065,NC,Edgecombe County,"54,150"
37067,NC,Forsyth County,"369,019"
37069,NC,Franklin County,"63,710"
37071,NC,Gaston County,"213,442"
37073,NC,Gates County,"11,431"
37075,NC,Graham County,"8,616"
37077,NC,Granville County,"58,674"
37079,NC,Greene County,"21,134"
37081,NC,Guilford County,"517,600"
37083,NC,Halifax County,"52,456"
37085,NC,Harnett County,"128,140"
37087,NC,Haywood County,"59,868"
37089,NC,Henderson County,"112,655"
37091,NC,Hertford County,"24,184"
37093,NC,Hoke County,"52,671"
37095,NC,Hyde County,"5,526"
37097,NC,Iredell County,"169,866"
37099,NC,Jackson County,"41,265"
37101,NC,Johnston County,"185,660"
37103,NC,Jones County,"10,013"
37105,NC,Lee County,"59,660"
37107,NC,Lenoir County,"58,106"
37109,NC,Lincoln County,"81,035"
37111,NC,McDowell County,"44,989"
37113,NC,Macon County,"34,201"
37115,NC,Madison County,"21,139"
37117,NC,Martin County,"23,357"
37119,NC,Mecklenburg County,"1,034,070"
37121,NC,Mitchell County,"15,246"
37123,NC,Montgomery County,"27,548"
37125,NC,Moore County,"94,352"
37127,NC,Nash County,"93,919"
37129,NC,New Hanover County,"220,358"
37131,NC,Northampton County,"20,426"
37133,NC,Onslow County,"186,311"
37135,NC,Orange County,"141,354"
37137,NC,Pamlico County,"12,781"
37139,NC,Pasquotank County,"39,829"
37141,NC,Pender County,"57,611"
37143,NC,Perquimans County,"13,440"
37145,NC,Person County,"39,259"
37147,NC,Pitt County,"175,842"
37149,NC,Polk County,"20,366"
37151,NC,Randolph County,"142,799"
37153,NC,Richmond County,"45,437"
37155,NC,Robeson County,"134,197"
37157,NC,Rockingham County,"91,758"
37159,NC,Rowan County,"139,142"
37161,NC,Rutherford County,"66,390"
37163,NC,Sampson County,"63,724"
37165,NC,Scotland County,"35,509"
37167,NC,Stanly County,"60,714"
37169,NC,Stokes County,"46,351"
37171,NC,Surry County,"72,743"
37173,NC,Swain County,"14,434"
37175,NC,Transylvania County,"33,211"
37177,NC,Tyrrell County,"4,070"
37179,NC,Union County,"222,742"
37181,NC,Vance County,"44,568"
37183,NC,Wake County,"1,024,198"
37185,NC,Warren County,"20,155"
37187,NC,Washington County,"12,385"
37189,NC,Watauga County,"52,906"
37191,NC,Wayne County,"124,132"
37193,NC,Wilkes County,"68,502"
37195,NC,Wilson County,"81,714"
37197,NC,Yadkin County,"37,585"
37199,NC,Yancey County,"17,587"
38001,ND,Adams County,"2,359"
38003,ND,Barnes County,"11,099"
38005,ND,Benson County,"6,753"
38007,ND,Billings County,936
38009,ND,Bottineau County,"6,716"
38011,ND,Bowman County,"3,294"
38013,ND,Burke County,"2,308"
38015,ND,Burleigh County,"92,991"
38017,ND,Cass County,"171,512"
38019,ND,Cavalier County,"3,828"
38021,ND,Dickey County,"5,104"
38023,ND,Divide County,"2,450"
38025,ND,Dunn County,"4,646"
38027,ND,Eddy County,"2,365"
38029,ND,Emmons County,"3,402"
38031,ND,Foster County,"3,356"
38033,ND,Golden Valley County,"1,845"
38035,ND,Grand Forks County,"70,916"
38037,ND,Grant County,"2,388"
38039,ND,Griggs County,"2,314"
38041,ND,Hettinger County,"2,704"
38043,ND,Kidder County,"2,417"
38045,ND,LaMoure County,"4,125"
38047,ND,Logan County,"1,935"
38049,ND,McHenry County,"5,968"
38051,ND,McIntosh County,"2,759"
38053,ND,McKenzie County,"12,826"
38055,ND,McLean County,"9,744"
38057,ND,Mercer County,"8,853"
38059,ND,Morton County,"30,310"
38061,ND,Mountrail County,"10,331"
38063,ND,Nelson County,"2,968"
38065,ND,Oliver County,"1,846"
38067,ND,Pembina County,"7,091"
38069,ND,Pierce County,"4,312"
38071,ND,Ramsey County,"11,630"
38073,ND,Ransom County,"5,448"
38075,ND,Renville County,"2,571"
38077,ND,Richland County,"16,402"
38079,ND,Rolette County,"14,649"
38081,ND,Sargent County,"3,876"
38083,ND,Sheridan County,"1,310"
38085,ND,Sioux County,"4,370"
38087,ND,Slope County,767
38089,ND,Stark County,"32,154"
38091,ND,Steele County,"1,956"
38093,ND,Stutsman County,"21,103"
38095,ND,Towner County,"2,272"
38097,ND,Traill County,"8,014"
38099,ND,Walsh County,"10,897"
38101,ND,Ward County,"71,275"
38103,ND,Wells County,"4,168"
38105,ND,Williams County,"35,294"
39001,OH,Adams County,"28,024"
39003,OH,Allen County,"104,425"
39005,OH,Ashland County,"53,213"
39007,OH,Ashtabula County,"98,632"
39009,OH,Athens County,"65,886"
39011,OH,Auglaize County,"45,876"
39013,OH,Belmont County,"69,154"
39015,OH,Brown County,"43,839"
39017,OH,Butler County,"376,353"
39019,OH,Carroll County,"27,811"
39021,OH,Champaign County,"38,987"
39023,OH,Clark County,"135,959"
39025,OH,Clermont County,"201,973"
39027,OH,Clinton County,"41,917"
39029,OH,Columbiana County,"104,806"
39031,OH,Coshocton County,"36,569"
39033,OH,Crawford County,"42,306"
39035,OH,Cuyahoga County,"1,255,921"
39037,OH,Darke County,"52,076"
39039,OH,Defiance County,"38,352"
39041,OH,Delaware County,"193,013"
39043,OH,Erie County,"75,550"
39045,OH,Fairfield County,"151,408"
39047,OH,Fayette County,"28,679"
39049,OH,Franklin County,"1,251,722"
39051,OH,Fulton County,"42,537"
39053,OH,Gallia County,"30,142"
39055,OH,Geauga County,"94,102"
39057,OH,Greene County,"164,427"
39059,OH,Guernsey County,"39,258"
39061,OH,Hamilton County,"807,598"
39063,OH,Hancock County,"75,573"
39065,OH,Hardin County,"31,682"
39067,OH,Harrison County,"15,450"
39069,OH,Henry County,"27,816"
39071,OH,Highland County,"43,026"
39073,OH,Hocking County,"28,491"
39075,OH,Holmes County,"43,909"
39077,OH,Huron County,"58,469"
39079,OH,Jackson County,"32,596"
39081,OH,Jefferson County,"67,347"
39083,OH,Knox County,"61,061"
39085,OH,Lake County,"229,245"
39087,OH,Lawrence County,"61,109"
39089,OH,Licking County,"170,570"
39091,OH,Logan County,"45,386"
39093,OH,Lorain County,"305,147"
39095,OH,Lucas County,"433,689"
39097,OH,Madison County,"44,094"
39099,OH,Mahoning County,"231,900"
39101,OH,Marion County,"65,355"
39103,OH,Medina County,"176,395"
39105,OH,Meigs County,"23,257"
39107,OH,Mercer County,"40,968"
39109,OH,Miami County,"104,224"
39111,OH,Monroe County,"14,409"
39113,OH,Montgomery County,"532,258"
39115,OH,Morgan County,"14,777"
39117,OH,Morrow County,"35,074"
39119,OH,Muskingum County,"86,290"
39121,OH,Noble County,"14,326"
39123,OH,Ottawa County,"40,877"
39125,OH,Paulding County,"18,976"
39127,OH,Perry County,"35,985"
39129,OH,Pickaway County,"56,998"
39131,OH,Pike County,"28,217"
39133,OH,Portage County,"162,275"
39135,OH,Preble County,"41,329"
39137,OH,Putnam County,"34,042"
39139,OH,Richland County,"121,707"
39141,OH,Ross County,"77,170"
39143,OH,Sandusky County,"59,679"
39145,OH,Scioto County,"76,825"
39147,OH,Seneca County,"55,610"
39149,OH,Shelby County,"48,901"
39151,OH,Stark County,"375,165"
39153,OH,Summit County,"541,968"
39155,OH,Trumbull County,"203,751"
39157,OH,Tuscarawas County,"92,916"
39159,OH,Union County,"54,277"
39161,OH,Van Wert County,"28,562"
39163,OH,Vinton County,"13,048"
39165,OH,Warren County,"224,469"
39167,OH,Washington County,"61,112"
39169,OH,Wayne County,"116,063"
39171,OH,Williams County,"37,120"
39173,OH,Wood County,"129,730"
39175,OH,Wyandot County,"22,243"
40001,OK,Adair County,"22,004"
40003,OK,Alfalfa County,"5,868"
40005,OK,Atoka County,"13,793"
40007,OK,Beaver County,"5,427"
40009,OK,Beckham County,"23,768"
40011,OK,Blaine County,"9,833"
40013,OK,Bryan County,"44,884"
40015,OK,Caddo County,"29,343"
40017,OK,Canadian County,"133,378"
40019,OK,Carter County,"48,689"
40021,OK,Cherokee County,"48,447"
40023,OK,Choctaw County,"14,997"
40025,OK,Cimarron County,"2,216"
40027,OK,Cleveland County,"274,458"
40029,OK,Coal County,"5,651"
40031,OK,Comanche County,"124,648"
40033,OK,Cotton County,"5,996"
40035,OK,Craig County,"14,818"
40037,OK,Creek County,"70,892"
40039,OK,Custer County,"29,744"
40041,OK,Delaware County,"41,459"
40043,OK,Dewey County,"4,995"
40045,OK,Ellis County,"4,231"
40047,OK,Garfield County,"63,569"
40049,OK,Garvin County,"27,755"
40051,OK,Grady County,"54,648"
40053,OK,Grant County,"4,523"
40055,OK,Greer County,"6,070"
40057,OK,Harmon County,"2,788"
40059,OK,Harper County,"3,754"
40061,OK,Haskell County,"12,845"
40063,OK,Hughes County,"13,735"
40065,OK,Jackson County,"25,574"
40067,OK,Jefferson County,"6,276"
40069,OK,Johnston County,"10,980"
40071,OK,Kay County,"45,366"
40073,OK,Kingfisher County,"15,584"
40075,OK,Kiowa County,"9,144"
40077,OK,Latimer County,"10,483"
40079,OK,Le Flore County,"49,605"
40081,OK,Lincoln County,"35,042"
40083,OK,Logan County,"45,996"
40085,OK,Love County,"9,870"
40087,OK,McClain County,"38,066"
40089,OK,McCurtain County,"33,048"
40091,OK,McIntosh County,"19,990"
40093,OK,Major County,"7,771"
40095,OK,Marshall County,"16,232"
40097,OK,Mayes County,"40,887"
40099,OK,Murray County,"13,936"
40101,OK,Muskogee County,"69,699"
40103,OK,Noble County,"11,554"
40105,OK,Nowata County,"10,539"
40107,OK,Okfuskee County,"12,181"
40109,OK,Oklahoma County,"776,864"
40111,OK,Okmulgee County,"39,187"
40113,OK,Osage County,"47,887"
40115,OK,Ottawa County,"31,981"
40117,OK,Pawnee County,"16,436"
40119,OK,Payne County,"80,850"
40121,OK,Pittsburg County,"44,610"
40123,OK,Pontotoc County,"38,194"
40125,OK,Pottawatomie County,"71,875"
40127,OK,Pushmataha County,"11,183"
40129,OK,Roger Mills County,"3,788"
40131,OK,Rogers County,"90,802"
40133,OK,Seminole County,"25,548"
40135,OK,Sequoyah County,"41,153"
40137,OK,Stephens County,"44,581"
40139,OK,Texas County,"21,489"
40141,OK,Tillman County,"7,515"
40143,OK,Tulsa County,"639,242"
40145,OK,Wagoner County,"76,559"
40147,OK,Washington County,"52,021"
40149,OK,Washita County,"11,661"
40151,OK,Woods County,"9,304"
40153,OK,Woodward County,"21,559"
41001,OR,Baker County,"16,005"
41003,OR,Benton County,"87,572"
41005,OR,Clackamas County,"401,515"
41007,OR,Clatsop County,"37,831"
41009,OR,Columbia County,"49,600"
41011,OR,Coos County,"63,121"
41013,OR,Crook County,"21,630"
41015,OR,Curry County,"22,483"
41017,OR,Deschutes County,"175,268"
41019,OR,Douglas County,"107,685"
41021,OR,Gilliam County,"1,859"
41023,OR,Grant County,"7,185"
41025,OR,Harney County,"7,200"
41027,OR,Hood River County,"23,137"
41029,OR,Jackson County,"212,567"
41031,OR,Jefferson County,"22,666"
41033,OR,Josephine County,"84,745"
41035,OR,Klamath County,"66,016"
41037,OR,Lake County,"7,829"
41039,OR,Lane County,"362,895"
41041,OR,Lincoln County,"47,038"
41043,OR,Linn County,"120,547"
41045,OR,Malheur County,"30,380"
41047,OR,Marion County,"330,700"
41049,OR,Morrow County,"11,190"
41051,OR,Multnomah County,"790,294"
41053,OR,Polk County,"79,391"
41055,OR,Sherman County,"1,680"
41057,OR,Tillamook County,"25,653"
41059,OR,Umatilla County,"76,531"
41061,OR,Union County,"25,790"
41063,OR,Wallowa County,"6,856"
41065,OR,Wasco County,"25,775"
41067,OR,Washington County,"574,326"
41069,OR,Wheeler County,"1,358"
41071,OR,Yamhill County,"102,659"
42001,PA,Adams County,"102,295"
42003,PA,Allegheny County,"1,230,459"
42005,PA,Armstrong County,"67,052"
42007,PA,Beaver County,"168,871"
42009,PA,Bedford County,"48,586"
42011,PA,Berks County,"415,271"
42013,PA,Blair County,"125,593"
42015,PA,Bradford County,"61,281"
42017,PA,Bucks County,"627,367"
42019,PA,Butler County,"186,818"
42021,PA,Cambria County,"136,411"
42023,PA,Cameron County,"4,732"
42025,PA,Carbon County,"63,960"
42027,PA,Centre County,"160,580"
42029,PA,Chester County,"515,939"
42031,PA,Clarion County,"39,498"
42033,PA,Clearfield County,"80,994"
42035,PA,Clinton County,"39,441"
42037,PA,Columbia County,"66,672"
42039,PA,Crawford County,"86,484"
42041,PA,Cumberland County,"246,338"
42043,PA,Dauphin County,"272,983"
42045,PA,Delaware County,"563,894"
42047,PA,Elk County,"30,872"
42049,PA,Erie County,"278,045"
42051,PA,Fayette County,"133,628"
42053,PA,Forest County,"7,410"
42055,PA,Franklin County,"153,638"
42057,PA,Fulton County,"14,629"
42059,PA,Greene County,"37,519"
42061,PA,Huntingdon County,"45,668"
42063,PA,Indiana County,"86,966"
42065,PA,Jefferson County,"44,430"
42067,PA,Juniata County,"24,737"
42069,PA,Lackawanna County,"211,917"
42071,PA,Lancaster County,"536,624"
42073,PA,Lawrence County,"88,082"
42075,PA,Lebanon County,"137,067"
42077,PA,Lehigh County,"360,685"
42079,PA,Luzerne County,"318,449"
42081,PA,Lycoming County,"116,048"
42083,PA,McKean County,"42,412"
42085,PA,Mercer County,"114,234"
42087,PA,Mifflin County,"46,500"
42089,PA,Monroe County,"166,397"
42091,PA,Montgomery County,"819,264"
42093,PA,Montour County,"18,557"
42095,PA,Northampton County,"300,813"
42097,PA,Northumberland County,"93,246"
42099,PA,Perry County,"45,685"
42101,PA,Philadelphia County,"1,567,442"
42103,PA,Pike County,"55,949"
42105,PA,Potter County,"17,093"
42107,PA,Schuylkill County,"144,590"
42109,PA,Snyder County,"40,444"
42111,PA,Somerset County,"75,522"
